,total_sqft,bath,balcony,price,bhk,area_type_le,location_le
624,1500.0,3.0,3.0,95.0,3,3,218
625,1720.0,3.0,3.0,100.0,3,3,229
626,1400.0,3.0,2.0,60.0,3,3,223
627,1030.0,2.0,2.0,49.0,2,0,151
628,1200.0,2.0,1.0,85.0,2,3,168
629,1375.0,3.0,2.0,70.0,3,1,235
631,2250.0,3.0,2.0,160.0,3,3,113
632,1000.0,2.0,2.0,50.0,2,3,42
633,469.0,1.0,0.0,25.0,1,3,235
634,3800.0,4.0,3.0,250.0,4,3,162
635,883.0,2.0,1.0,29.0,2,3,125
636,1820.0,2.0,3.0,86.0,3,3,80
637,1440.0,2.0,3.0,65.0,3,0,206
638,3600.0,4.0,1.0,160.0,6,3,235
639,2500.0,5.0,2.0,325.0,4,0,161
640,1225.0,2.0,2.0,48.0,2,3,157
641,4000.0,3.0,1.0,660.0,3,2,235
642,875.0,2.0,3.0,52.8,2,1,61
643,750.0,1.0,2.0,40.0,1,3,114
644,1180.0,2.0,3.0,80.0,2,3,5
645,1194.0,2.0,2.0,47.0,2,3,91
646,1500.0,2.0,2.0,62.0,3,3,97
647,1160.0,2.0,2.0,52.2,2,3,235
649,2378.0,3.0,1.0,262.0,3,3,103
650,1128.0,2.0,1.0,60.0,2,3,198
651,1500.0,3.0,1.0,150.0,3,3,93
652,1220.0,2.0,1.0,35.23,3,0,235
653,1210.0,2.0,2.0,58.0,2,3,199
654,1100.0,2.0,1.0,58.0,3,3,129
655,1200.0,3.0,2.0,46.0,3,3,50
657,1641.0,3.0,2.0,66.0,3,3,235
658,1200.0,2.0,1.0,45.0,2,3,99
659,1260.0,2.0,1.0,67.39,2,3,189
660,1720.0,3.0,3.0,78.0,3,3,157
661,1132.5,2.0,0.0,48.13,2,3,231
662,1210.0,2.0,1.0,45.98,2,3,231
663,2200.0,4.0,2.0,200.0,4,0,110
664,1075.0,2.0,1.0,45.0,3,3,48
665,1702.0,3.0,2.0,130.0,3,0,214
666,1630.0,2.0,2.0,200.0,2,3,235
667,1141.0,2.0,2.0,38.55,2,3,189
668,2072.0,3.0,2.0,108.0,3,3,235
670,1200.0,2.0,0.0,70.0,3,0,235
671,1350.0,3.0,0.0,77.0,3,3,235
672,4046.0,4.0,0.0,445.0,4,0,235
673,1180.0,2.0,2.0,78.34,3,3,235
674,35000.0,3.0,3.0,130.0,3,0,231
675,1355.0,2.0,2.0,115.0,2,3,235
676,600.0,1.0,0.0,50.0,1,2,235
678,1640.0,2.0,1.0,120.0,3,3,36
680,1190.0,2.0,2.0,57.0,3,3,140
681,2400.0,4.0,2.0,375.0,4,2,177
682,1019.0,2.0,2.0,49.85,2,3,162
683,1875.0,3.0,2.0,165.0,3,3,235
684,1250.0,3.0,2.0,40.0,3,3,11
685,1200.0,3.0,2.0,140.0,3,2,53
686,1140.0,2.0,1.0,56.0,2,3,229
687,1683.0,3.0,1.0,109.0,3,3,155
689,2118.0,4.0,2.0,111.0,4,3,98
690,1380.0,3.0,0.0,58.0,4,0,36
691,1083.0,2.0,2.0,61.75,2,3,222
693,2300.0,3.0,3.0,120.0,3,0,235
694,1240.0,2.0,2.0,60.0,2,3,235
695,1750.0,3.0,1.0,120.0,3,3,235
697,1500.0,3.0,1.0,139.0,3,2,18
698,985.0,2.0,1.0,40.39,2,3,10
699,1500.0,2.0,1.0,87.0,3,2,217
700,1125.0,2.0,1.0,32.49,2,0,76
701,950.0,2.0,1.0,44.0,2,0,235
703,1580.0,3.0,3.0,76.0,3,3,147
704,1092.0,2.0,1.0,98.5,3,2,235
705,1090.0,2.0,1.0,28.34,2,0,77
706,2264.0,3.0,1.0,159.0,3,0,97
707,1033.0,2.0,2.0,25.53,3,3,74
708,810.0,2.0,2.0,24.5,2,3,127
709,1045.0,2.0,0.0,45.0,2,3,235
710,1337.0,2.0,1.0,82.0,2,3,93
711,1200.0,2.0,2.0,32.0,2,3,57
712,1580.0,3.0,2.0,160.0,3,3,145
713,1500.0,2.0,3.0,54.0,3,3,41
714,1640.0,4.0,2.0,91.0,3,3,229
715,1570.0,3.0,2.0,62.0,3,3,235
716,1470.0,2.0,2.0,82.0,3,3,86
717,1160.0,2.0,2.0,40.61,2,3,137
718,1050.0,2.0,1.0,71.0,2,0,6
719,1855.0,3.0,1.0,225.0,3,3,235
720,1460.0,2.0,1.0,90.0,3,3,36
721,1823.0,3.0,2.0,100.0,3,0,106
722,1094.0,2.0,2.0,42.0,2,3,76
723,1153.0,2.0,2.0,57.0,2,3,54
724,1325.0,3.0,1.0,57.0,3,0,235
726,1590.0,2.0,2.0,125.0,3,0,112
729,1202.0,2.0,1.0,48.0,2,3,235
730,1202.0,2.0,1.0,53.0,2,0,91
731,1200.0,2.0,3.0,62.5,2,3,235
732,1688.0,3.0,1.0,118.0,3,3,182
733,1020.0,2.0,1.0,52.0,2,0,135
734,1185.0,2.0,2.0,47.0,2,3,198
735,1235.0,2.0,1.0,52.04,2,3,192
736,3205.0,5.0,1.0,500.0,4,3,103
737,1077.0,2.0,2.0,37.64,2,3,28
738,1415.0,2.0,3.0,66.0,3,3,138
739,2330.0,3.0,2.0,162.0,3,3,75
740,805.0,2.0,2.0,35.0,2,3,229
741,425.0,1.0,0.0,20.03,1,0,235
742,1155.0,2.0,3.0,59.95,2,3,229
743,5270.0,4.0,3.0,1250.0,4,3,65
744,656.0,2.0,1.0,22.0,2,3,17
745,1100.0,2.0,0.0,48.0,2,0,235
746,1150.0,2.0,3.0,52.0,2,3,157
747,600.0,1.0,1.0,60.0,1,2,235
748,1468.0,2.0,1.0,140.0,2,3,235
749,4300.0,5.0,2.0,550.0,4,2,235
750,2280.0,4.0,2.0,126.0,3,3,229
751,1341.0,2.0,1.0,97.0,2,3,95
752,1279.0,2.0,1.0,77.0,2,3,112
753,2225.0,4.0,0.0,98.88,4,3,77
754,1185.0,2.0,2.0,43.51,2,3,214
755,1750.0,3.0,2.0,85.0,3,3,235
756,1152.0,2.0,1.0,53.5,2,3,148
758,1300.0,2.0,3.0,36.0,2,3,106
759,2760.0,4.0,2.0,155.0,4,2,222
760,1070.0,2.0,2.0,39.0,2,3,4
761,1101.0,2.0,0.0,45.0,2,3,220
762,775.0,2.0,1.0,55.0,2,3,235
763,667.0,1.0,1.0,36.85,1,3,234
764,1070.0,2.0,1.0,55.0,2,3,76
765,1875.0,2.0,2.0,110.0,3,0,178
766,735.0,2.0,1.0,57.99,2,3,151
767,4360.0,4.0,1.0,90.0,5,2,198
768,1750.0,3.0,2.0,130.0,3,3,145
769,1215.0,2.0,1.0,67.0,2,3,162
771,820.0,2.0,1.0,30.0,2,3,227
772,1177.5,2.0,0.0,59.935,2,3,32
773,1779.0,3.0,2.0,89.61,3,3,39
774,1105.0,2.0,2.0,58.0,2,0,235
776,1650.0,3.0,2.0,60.0,3,3,229
777,1694.0,2.0,2.0,150.0,2,3,113
778,2376.0,3.0,1.0,203.0,3,3,103
779,1975.0,3.0,3.0,150.0,3,3,64
780,674.0,2.0,1.0,33.0,2,3,127
781,1185.0,2.0,1.0,41.0,2,3,120
782,445.0,1.0,0.0,28.0,1,3,214
784,1475.0,3.0,2.0,75.0,3,3,90
785,1618.0,3.0,3.0,82.5,3,3,84
786,1120.0,2.0,0.0,65.0,2,3,145
787,2181.0,3.0,2.0,152.0,4,3,162
790,1556.0,2.0,1.0,59.13,3,3,36
791,1179.0,2.0,1.0,66.02,2,3,36
792,1296.0,2.0,2.0,83.0,2,3,214
793,1275.0,2.0,2.0,52.0,2,0,120
795,1400.0,2.0,2.0,77.0,3,3,134
796,1222.0,2.0,1.0,63.0,2,3,84
797,940.0,2.0,1.0,41.0,2,3,76
798,1185.0,2.0,2.0,42.6,2,3,214
799,1779.0,3.0,2.0,112.0,3,3,218
800,1615.0,3.0,2.0,59.76,3,3,41
802,1056.0,2.0,1.0,61.0,2,3,91
803,1100.0,2.0,0.0,46.0,2,3,6
804,920.0,2.0,1.0,40.0,2,0,20
805,1602.0,2.0,0.0,75.0,3,3,235
806,1176.0,2.0,0.0,62.0,2,0,180
808,1352.0,3.0,0.0,135.0,3,3,235
809,1717.0,3.0,3.0,99.0,3,0,132
810,10961.0,4.0,1.0,80.0,4,2,235
811,2119.0,4.0,3.0,111.0,4,3,45
812,1246.0,2.0,1.0,67.3,2,3,228
813,1141.0,2.0,1.0,42.79,2,3,15
814,1157.0,2.0,1.0,84.0,2,0,97
815,1025.0,2.0,2.0,27.68,2,3,57
816,650.0,1.0,2.0,33.0,1,0,232
817,1349.0,2.0,1.0,98.0,2,3,93
818,1566.0,3.0,1.0,83.3,3,3,175
819,2830.0,3.0,3.0,195.0,4,3,195
820,1320.0,2.0,1.0,38.13,3,0,76
821,1780.0,3.0,1.0,84.83,3,3,235
822,1091.0,2.0,1.0,34.9,2,3,221
823,3670.0,4.0,3.0,300.0,4,3,188
824,918.0,2.0,1.0,50.49,2,0,6
825,1950.0,4.0,0.0,130.0,4,3,234
826,1695.0,3.0,1.0,90.0,3,3,182
827,1705.0,3.0,2.0,95.0,3,3,231
828,1375.0,3.0,2.0,75.0,3,0,124
829,525.0,1.0,1.0,30.0,1,3,129
830,1447.0,2.0,1.0,83.0,2,0,229
831,1114.0,2.0,1.0,39.0,2,3,214
832,1450.0,2.0,1.0,100.0,3,3,6
834,1022.0,2.0,2.0,40.0,2,0,223
835,1000.0,2.0,2.0,45.0,2,0,93
836,1128.0,2.0,1.0,68.75,2,3,76
837,1180.0,2.0,2.0,57.0,2,3,129
839,1200.0,2.0,1.0,150.0,2,2,171
840,3761.0,3.0,2.0,660.0,3,3,235
841,1339.0,2.0,3.0,75.0,2,3,129
842,1400.0,2.0,3.0,55.0,3,3,230
843,1040.0,2.0,1.0,39.52,2,3,6
844,1198.0,2.0,2.0,58.0,2,3,119
846,1691.0,3.0,2.0,113.0,3,3,199
847,1075.0,3.0,2.0,36.0,3,3,48
848,1630.0,3.0,2.0,194.0,3,3,0
849,1240.0,3.0,2.0,43.5,3,3,7
850,1122.5,2.0,0.0,58.935,2,3,36
851,1665.0,3.0,2.0,86.58,3,3,159
853,1142.0,2.0,2.0,70.0,2,0,53
854,1976.0,3.0,1.0,184.0,3,3,235
856,1853.0,3.0,2.0,82.0,3,3,146
858,1567.0,2.0,2.0,92.0,2,3,133
859,1090.0,2.0,1.0,27.24,2,3,213
861,2400.0,4.0,1.0,640.0,4,2,235
862,1175.0,2.0,2.0,51.47,2,3,78
863,1200.0,2.0,2.0,52.0,2,0,210
864,995.0,2.0,1.0,41.0,2,0,140
865,884.0,2.0,1.0,41.1,2,3,156
867,1170.0,2.0,2.0,57.0,2,0,234
868,1225.0,2.0,1.0,46.55,2,3,117
869,1342.0,2.0,1.0,73.3,2,3,76
870,1345.0,2.0,1.0,67.0,2,0,220
871,1320.0,3.0,0.0,65.0,3,0,141
873,1140.0,2.0,1.0,49.39,2,3,189
874,1300.0,2.0,1.0,50.0,2,3,39
875,1652.0,3.0,2.0,85.0,3,3,102
876,2072.0,4.0,2.0,142.0,3,3,215
878,1360.0,2.0,1.0,71.0,3,3,76
879,1145.0,2.0,2.0,60.0,3,3,105
880,1540.0,2.0,0.0,40.0,3,0,220
881,1278.0,2.0,2.0,95.0,2,3,199
882,630.0,1.0,1.0,40.0,1,3,77
883,1100.0,3.0,2.0,58.0,3,3,129
884,1200.0,3.0,0.0,95.0,3,2,235
885,2500.0,6.0,2.0,115.0,7,0,235
886,582.5,1.0,0.0,15.135,1,3,57
887,1015.0,2.0,2.0,25.88,2,3,57
888,3300.0,5.0,2.0,240.0,5,0,105
889,4500.0,5.0,1.0,415.0,5,2,38
890,1356.0,2.0,3.0,66.0,3,3,87
891,823.0,2.0,1.0,28.0,2,3,235
892,1200.0,2.0,0.0,66.0,3,2,212
893,1050.0,2.0,0.0,37.0,2,0,193
894,1180.0,2.0,1.0,69.0,2,3,235
895,1116.0,2.0,3.0,51.91,2,3,229
896,1070.0,2.0,1.0,42.79,2,3,6
897,1385.0,2.0,3.0,80.0,2,3,221
898,1000.0,1.0,1.0,70.0,1,2,221
899,1897.0,3.0,2.0,130.0,3,0,229
900,1005.0,2.0,1.0,55.78,2,3,156
901,1575.0,3.0,2.0,125.0,3,3,85
902,975.0,2.0,1.0,65.0,2,3,210
903,1904.0,3.0,2.0,120.0,3,3,97
904,930.0,1.0,1.0,30.0,1,3,138
905,525.0,1.0,1.0,26.0,1,3,129
906,686.0,1.0,1.0,17.0,1,3,235
907,2400.0,3.0,1.0,150.0,2,2,77
908,1410.0,1.0,0.0,233.0,2,2,235
909,2238.0,3.0,1.0,140.0,3,0,199
910,1174.0,2.0,1.0,69.0,2,3,92
911,3800.0,4.0,3.0,239.0,4,0,216
912,2225.0,2.0,1.0,125.0,3,3,229
913,1250.0,2.0,0.0,200.0,2,3,235
914,918.0,2.0,2.0,52.0,2,3,115
915,1250.0,2.0,3.0,52.0,2,3,157
917,1170.0,2.0,3.0,53.0,2,0,162
918,1300.0,1.0,0.0,200.0,1,3,235
919,793.0,2.0,1.0,45.0,2,0,36
920,1710.0,3.0,2.0,107.0,3,3,112
921,1082.0,2.0,1.0,57.5,3,3,125
922,1001.0,2.0,2.0,33.03,2,3,235
924,1590.0,2.0,1.0,54.0,3,3,231
925,2400.0,2.0,0.0,80.0,3,3,235
926,1554.0,3.0,2.0,55.0,3,3,100
927,1142.5,2.0,0.0,43.415,2,3,214
928,4239.0,5.0,2.0,423.0,5,3,42
929,884.0,1.0,0.0,58.0,2,0,144
930,1045.0,2.0,1.0,98.89,2,3,102
931,1019.0,2.0,2.0,49.86,2,3,162
932,1935.0,4.0,2.0,130.0,3,3,13
933,1135.0,2.0,2.0,39.73,3,3,220
934,1680.0,3.0,2.0,150.0,3,3,154
935,2470.0,5.0,2.0,247.0,4,3,93
936,2825.0,4.0,3.0,250.0,4,3,1
937,2480.0,3.0,1.0,330.0,3,3,103
939,1800.0,4.0,3.0,187.0,5,2,193
940,1799.0,3.0,3.0,90.0,3,0,132
942,400.0,1.0,1.0,11.0,1,0,21
943,1047.0,2.0,1.0,82.0,2,0,151
944,1282.0,2.0,2.0,87.0,2,3,235
945,1020.0,2.0,1.0,45.9,2,3,169
947,1495.0,2.0,1.0,79.5,2,3,229
948,3260.0,4.0,1.0,240.0,4,0,132
949,1611.0,2.0,2.0,64.44,3,3,235
950,3500.0,5.0,2.0,425.0,4,3,145
951,1500.0,2.0,2.0,95.0,3,0,235
952,1500.0,2.0,2.0,95.0,3,3,195
954,1540.0,3.0,0.0,50.0,3,3,220
955,1639.0,3.0,1.0,80.0,3,3,102
957,1303.0,2.0,2.0,55.79,2,3,189
958,1005.0,1.0,1.0,110.0,2,3,145
959,657.5,1.0,0.0,18.41,1,3,127
960,1305.0,3.0,1.0,33.28,3,3,57
962,1300.0,1.0,1.0,115.0,2,3,235
963,1440.0,2.0,3.0,68.0,3,3,53
964,901.0,2.0,1.0,35.14,2,3,203
965,1725.0,3.0,3.0,200.0,3,3,190
967,1060.0,2.0,1.0,55.0,2,3,22
968,1020.0,2.0,1.0,48.45,2,3,169
969,1535.0,3.0,2.0,65.99,3,3,221
970,530.0,1.0,1.0,20.0,1,0,235
971,1464.0,3.0,2.0,56.0,3,3,91
972,1350.0,2.0,3.0,80.0,2,3,235
973,1115.0,2.0,2.0,50.0,2,3,199
974,1175.0,2.0,2.0,47.0,2,3,220
975,1113.0,2.0,1.0,62.0,2,0,229
977,1640.0,4.0,3.0,240.0,5,2,193
978,650.0,2.0,0.0,42.0,2,0,82
979,1325.0,2.0,2.0,71.55,2,3,162
980,950.0,2.0,3.0,31.0,2,0,78
981,1396.0,2.0,1.0,86.51,3,3,112
982,1050.0,2.0,2.0,52.07,2,3,188
983,1825.0,3.0,2.0,100.0,3,3,214
984,1190.0,2.0,1.0,49.98,2,3,6
985,1220.0,2.0,1.0,56.5,2,3,162
986,1565.0,2.0,2.0,75.0,3,3,170
987,1891.0,3.0,1.0,109.0,3,3,97
988,900.0,2.0,0.0,27.0,2,0,235
989,1161.0,2.0,1.0,55.15,2,3,102
990,649.5,1.0,0.0,17.535,1,3,198
993,665.0,1.0,1.0,36.85,1,3,234
994,1175.0,2.0,1.0,73.5,2,3,168
995,1425.0,2.0,2.0,80.0,2,0,98
996,1200.0,1.0,0.0,20.0,1,2,60
997,1200.0,3.0,1.0,56.12,3,2,108
998,1255.0,2.0,2.0,67.0,2,0,207
999,2112.95,4.0,2.0,145.0,3,3,95
1000,600.0,1.0,1.0,22.0,1,3,189
1001,1810.0,3.0,2.0,100.0,3,3,91
1002,1200.0,2.0,2.0,93.0,2,3,110
1003,1033.0,2.0,2.0,49.0,2,3,92
1004,1548.0,3.0,2.0,89.5,3,3,108
1005,1611.0,3.0,3.0,66.0,3,3,100
1006,1400.0,2.0,1.0,40.43,3,0,77
1007,1485.0,2.0,2.0,67.0,3,3,224
1008,2400.0,2.0,1.0,82.0,2,0,163
1009,1025.0,2.0,1.0,44.5,2,3,184
1012,1256.0,2.0,1.0,62.8,2,0,4
1013,2268.0,3.0,2.0,163.0,4,3,229
1014,1100.0,3.0,2.0,53.0,3,3,129
1015,1141.0,2.0,0.0,62.0,2,3,235
1016,400.0,1.0,1.0,12.0,1,0,21
1017,1400.0,2.0,0.0,60.0,2,2,57
1021,1175.0,2.0,2.0,48.27,2,3,235
1022,1100.0,2.0,1.0,56.0,2,3,195
1023,1843.0,3.0,2.0,95.84,3,3,129
1025,1460.0,2.0,1.0,80.5,2,3,100
1026,1530.0,2.0,2.0,74.5,3,3,188
1027,1467.0,2.0,1.0,55.0,2,0,90
1028,950.0,1.0,1.0,40.0,1,3,235
1029,1246.0,2.0,1.0,64.5,2,3,228
1030,711.0,1.0,1.0,38.0,1,3,128
1031,1194.0,2.0,2.0,46.0,2,3,91
1032,1358.0,2.0,1.0,43.4,3,3,25
1034,1420.0,2.0,2.0,75.0,2,3,98
1035,1250.0,2.0,1.0,68.75,3,3,134
1037,1209.0,2.0,1.0,50.0,2,3,235
1038,4200.0,5.0,2.0,225.0,5,0,235
1039,1215.0,4.0,3.0,205.0,4,2,235
1040,1315.0,2.0,1.0,54.8,3,3,182
1041,1800.0,3.0,3.0,90.0,3,3,235
1042,1600.0,4.0,0.0,125.0,5,0,235
1043,1600.0,2.0,2.0,65.0,3,3,212
1044,3968.0,5.0,2.0,900.0,6,2,235
1045,1563.0,3.0,2.0,52.0,3,3,235
1046,1560.0,2.0,2.0,72.0,3,3,229
1049,1050.0,2.0,2.0,55.5,2,3,188
1050,3235.0,3.0,1.0,235.0,3,3,109
1051,1200.0,3.0,0.0,66.0,3,2,212
1052,1140.0,2.0,2.0,46.0,2,3,90
1053,1500.0,3.0,1.0,170.0,3,2,6
1054,1560.0,3.0,2.0,75.0,3,3,99
1055,1100.0,2.0,2.0,70.0,2,3,111
1056,1260.0,2.0,3.0,40.32,3,3,132
1057,1036.0,2.0,1.0,50.0,2,3,93
1058,1662.0,3.0,3.0,85.1,3,0,11
1059,1464.0,2.0,3.0,105.0,3,3,230
1060,1234.0,2.0,2.0,80.0,2,3,231
1061,1403.0,3.0,1.0,55.0,3,3,199
1063,3000.0,8.0,3.0,451.0,6,2,3
1064,1150.0,2.0,2.0,42.9,3,3,203
1065,3900.0,4.0,2.0,410.0,4,0,93
1067,929.0,2.0,1.0,46.0,2,3,128
1068,2400.0,8.0,3.0,450.0,6,2,3
1069,1350.0,2.0,1.0,75.0,3,2,212
1070,1135.0,2.0,1.0,39.73,2,3,223
1071,1405.0,2.0,2.0,70.0,2,0,235
1072,1200.0,2.0,1.0,45.84,2,2,229
1073,2805.0,4.0,3.0,154.0,4,3,91
1074,1161.0,2.0,2.0,64.08,2,3,234
1075,1290.0,2.0,3.0,74.0,2,3,129
1076,2557.0,3.0,2.0,141.0,3,3,234
1077,1480.0,3.0,2.0,90.0,3,0,235
1079,1350.0,3.0,0.0,54.54,3,3,179
1080,1580.0,2.0,2.0,65.0,3,3,119
1081,1470.0,2.0,1.0,88.64,3,3,28
1082,500.0,1.0,1.0,14.0,1,3,16
1083,1346.0,2.0,1.0,61.92,2,3,199
1084,1600.0,3.0,3.0,90.0,3,3,235
1085,720.0,2.0,1.0,120.0,2,3,235
1088,1200.0,2.0,2.0,35.0,2,3,235
1089,1340.0,2.0,2.0,48.33,3,0,58
1091,918.0,2.0,2.0,48.0,2,3,115
1092,1500.0,3.0,2.0,115.0,3,2,235
1093,1315.0,2.0,2.0,85.0,2,3,231
1095,1390.0,2.0,2.0,62.55,3,3,220
1096,1330.0,2.0,1.0,56.0,3,3,220
1098,1824.0,3.0,3.0,125.0,3,3,235
1099,1420.0,2.0,2.0,96.0,3,3,6
1100,750.0,1.0,0.0,56.25,1,2,235
1101,1260.0,2.0,1.0,60.0,3,3,114
1102,1561.0,3.0,2.0,95.0,3,3,97
1104,1060.0,2.0,2.0,42.0,2,3,235
1106,1225.0,2.0,1.0,67.38,2,3,91
1107,2144.0,3.0,2.0,135.0,3,3,214
1109,880.0,2.0,2.0,29.0,2,3,76
1110,1639.0,3.0,2.0,110.0,3,3,98
1111,1240.0,2.0,1.0,62.0,3,0,214
1112,1500.0,2.0,2.0,69.0,2,3,129
1113,1243.0,2.0,1.0,46.0,2,3,91
1115,1027.0,2.0,2.0,44.0,2,3,91
1116,1082.0,2.0,1.0,56.0,3,3,125
1117,1637.0,3.0,3.0,73.0,3,3,144
1118,1665.0,3.0,2.0,86.58,3,3,129
1119,1265.0,2.0,0.0,56.93,2,3,76
1120,1691.0,2.0,2.0,102.0,3,3,76
1121,1100.0,2.0,1.0,38.0,2,3,214
1123,1500.0,3.0,2.0,62.0,3,2,235
1124,3205.0,5.0,1.0,380.0,4,0,103
1125,1666.0,4.0,1.0,150.0,5,0,126
1126,1115.0,2.0,2.0,50.0,2,3,62
1127,1070.0,2.0,1.0,45.0,2,3,168
1128,1128.0,2.0,2.0,105.0,2,3,110
1129,1162.0,2.0,1.0,57.0,2,3,54
1130,1339.0,2.0,2.0,55.0,2,3,235
1131,1192.0,2.0,2.0,75.0,2,3,157
1132,1920.0,3.0,1.0,115.0,3,3,91
1133,1255.0,2.0,1.0,52.32,2,3,96
1134,1357.0,2.0,1.0,115.0,2,3,190
1135,1600.0,3.0,2.0,75.0,3,3,235
1136,1225.0,2.0,2.0,55.11,2,3,235
1137,2400.0,4.0,3.0,200.0,4,2,229
1138,1570.0,3.0,3.0,80.0,3,3,133
1139,1093.0,2.0,2.0,70.0,2,3,214
1140,1865.0,3.0,3.0,145.0,3,0,38
1142,1039.0,2.0,2.0,80.0,2,3,122
1143,1246.0,2.0,1.0,64.5,2,3,228
1144,1985.0,3.0,2.0,75.0,3,3,229
1145,1590.0,3.0,3.0,49.0,3,3,103
1146,4000.0,4.0,2.0,675.0,4,2,235
1147,775.0,2.0,2.0,38.0,2,3,77
1148,1000.0,2.0,1.0,50.0,2,3,235
1149,1800.0,3.0,2.0,175.0,3,3,94
1150,1035.0,2.0,1.0,41.0,2,3,50
1151,1520.0,2.0,1.0,75.0,3,3,67
1152,1360.0,2.0,1.0,95.0,2,3,229
1153,6000.0,5.0,3.0,400.0,4,2,235
1154,1117.0,2.0,2.0,56.0,2,3,141
1156,1330.0,2.0,1.0,92.5,2,3,75
1157,1937.0,3.0,2.0,160.0,3,3,162
1158,1128.0,2.0,1.0,65.49,2,3,76
1159,1053.0,2.0,1.0,45.0,2,3,176
1160,1198.0,2.0,1.0,77.0,2,3,182
1161,1152.0,2.0,1.0,56.0,2,3,162
1163,1625.0,2.0,1.0,75.0,2,3,79
1164,1397.0,3.0,3.0,105.0,3,3,151
1165,1523.0,3.0,3.0,170.0,3,3,234
1166,883.0,2.0,1.0,45.0,2,3,125
1167,700.0,1.0,0.0,38.0,1,3,121
1168,1170.0,2.0,1.0,62.5,2,3,231
1169,1200.0,2.0,2.0,42.0,3,3,129
1170,2400.0,3.0,2.0,170.0,3,0,235
1171,1480.0,2.0,2.0,65.0,2,3,235
1172,1897.0,3.0,2.0,120.0,3,3,11
1173,996.0,2.0,1.0,67.0,2,3,188
1174,1875.0,3.0,2.0,110.0,3,3,91
1175,1500.0,2.0,2.0,98.0,3,3,235
1176,3095.0,3.0,3.0,350.0,3,3,235
1177,1390.0,2.0,1.0,175.0,3,3,12
1178,1450.0,3.0,0.0,65.255,3,3,231
1179,697.0,1.0,0.0,45.0,1,3,231
1180,710.0,1.0,1.0,27.0,1,0,199
1181,910.0,2.0,1.0,30.5,2,1,235
1182,1025.0,2.0,1.0,48.0,3,0,208
1183,1000.0,2.0,0.0,46.5,2,3,156
1185,1453.0,2.0,1.0,46.48,3,3,99
1186,3335.0,5.0,2.0,300.0,4,3,199
1187,971.5,2.0,0.0,36.435,2,3,214
1188,1281.0,2.0,1.0,74.0,2,3,42
1189,565.0,1.0,1.0,35.0,1,0,63
1190,1024.0,2.0,2.0,42.0,2,0,221
1191,1620.0,3.0,2.0,62.0,3,0,76
1192,1254.0,2.0,2.0,40.0,2,3,229
1193,1300.0,2.0,2.0,75.0,3,0,28
1194,1233.0,2.0,2.0,43.0,2,0,71
1195,1200.0,1.0,1.0,28.0,1,2,235
1196,1510.0,2.0,1.0,105.0,3,3,105
1197,950.0,2.0,1.0,65.0,2,3,121
1198,1945.0,3.0,2.0,97.42,3,3,39
1199,1008.0,2.0,3.0,45.0,2,3,220
1200,1265.0,2.0,1.0,79.0,3,3,214
1201,1255.0,2.0,1.0,77.68,3,3,93
1202,2689.0,6.0,2.0,220.0,4,0,129
1203,1200.0,2.0,2.0,46.17,2,0,233
1204,1403.0,3.0,3.0,51.63,3,3,199
1205,1535.0,3.0,2.0,85.0,3,3,149
1206,1500.0,3.0,3.0,100.0,3,2,235
1207,1475.0,2.0,2.0,120.0,3,3,56
1208,1390.0,2.0,2.0,60.47,3,3,220
1209,1278.0,2.0,1.0,53.76,3,3,189
1210,1133.0,2.0,2.0,55.0,2,3,235
1211,1560.0,5.0,1.0,145.0,5,2,235
1212,2900.0,5.0,2.0,90.0,5,2,235
1213,1170.0,2.0,1.0,51.99,2,3,143
1214,1200.0,3.0,3.0,200.0,3,2,195
1215,1697.0,3.0,2.0,94.79,3,3,229
1216,1651.0,3.0,3.0,97.38,3,3,214
1217,1560.0,3.0,1.0,188.0,3,3,235
1218,1192.0,2.0,1.0,60.0,3,3,97
1219,1078.0,2.0,3.0,65.0,2,0,177
1221,1349.0,2.0,2.0,78.0,2,3,132
1223,1680.0,3.0,2.0,120.0,3,3,6
1224,1314.0,2.0,2.0,63.0,3,3,194
1225,1060.0,2.0,1.0,48.7,2,3,81
1226,820.0,2.0,0.0,39.0,2,0,124
1227,5000.0,4.0,3.0,400.0,4,2,229
1228,2000.0,3.0,2.0,85.0,3,3,22
1229,856.0,2.0,3.0,40.0,2,3,235
1230,1621.0,4.0,0.0,130.0,3,3,190
1231,1200.0,3.0,1.0,68.4,3,2,108
1232,1484.0,3.0,2.0,52.5,3,3,36
1234,14000.0,3.0,2.0,800.0,4,2,235
1235,500.0,1.0,1.0,20.0,1,3,232
1236,485.0,1.0,1.0,15.0,1,3,235
1237,1050.0,2.0,1.0,42.0,2,3,6
1238,1617.0,3.0,3.0,66.68,3,3,220
1240,1384.0,3.0,2.0,62.28,3,0,235
1241,1408.0,2.0,2.0,85.0,2,3,68
1242,1150.0,2.0,1.0,49.0,2,0,220
1243,1410.0,2.0,2.0,75.0,3,3,11
1244,2150.0,4.0,1.0,100.0,4,0,120
1245,2292.0,4.0,1.0,275.0,3,3,145
1247,1508.0,3.0,2.0,70.25,3,0,235
1248,1040.0,2.0,2.0,50.0,2,0,193
1249,1240.0,2.0,1.0,60.0,2,2,212
1250,1535.0,3.0,1.0,78.0,3,3,149
1251,1180.0,2.0,2.0,75.0,2,0,154
